sqft_lot,sqft_basement,how_old,sqft_living15,sqft_lot15,price,large_home_True,renovated_True,bedrooms,bathrooms,floors,waterfront,condition,grade,zipcode
5900,0.0,78,1700,5900,850000.0,0.0,1.0,4,3.5,2,0,3,8,98136
5782,0.0,26,2080,5782,496700.0,0.0,0.0,3,2.5,2,0,4,8,98029
8300,0.0,50,1860,8000,300000.0,0.0,0.0,3,2.0,1,0,4,8,98055
8075,0.0,54,1450,8075,390000.0,0.0,0.0,3,1.0,1,0,4,7,98033
7200,0.0,30,1830,8372,350000.0,0.0,0.0,3,2.25,2,0,4,8,98007
7200,0.0,30,1830,8372,561000.0,0.0,0.0,3,2.25,2,0,4,8,98007
10065,0.0,61,1320,10278,475000.0,0.0,1.0,3,1.75,1,0,3,7,98006
1174,330.0,8,1170,2537,275000.0,0.0,0.0,3,1.5,2,0,3,7,98126
13500,500.0,35,1540,10375,290000.0,0.0,0.0,3,1.75,1,0,4,7,98038
6725,420.0,22,1670,7744,199000.0,0.0,0.0,3,2.5,1,0,3,7,98038
4338,0.0,14,1770,6606,279900.0,0.0,0.0,4,2.5,2,0,3,7,98042
5500,670.0,75,2840,5500,1660000.0,0.0,0.0,4,2.25,2,0,3,8,98105
10200,800.0,37,2010,7850,405000.0,0.0,0.0,3,2.5,1,0,3,7,98133
15860,0.0,38,2650,11798,615000.0,0.0,0.0,4,2.25,1,0,3,9,98074
12543,800.0,37,2090,8539,268000.0,0.0,0.0,3,1.75,1,0,3,8,98023
5444,0.0,60,1620,6912,451000.0,0.0,0.0,4,1.5,1,0,3,8,98125
9854,0.0,3,1440,4168,850000.0,0.0,0.0,2,2.75,1,0,3,9,98053
16553,800.0,47,3690,17916,1180000.0,0.0,0.0,5,2.25,2,0,5,9,98040
6150,0.0,74,1120,6150,245000.0,0.0,0.0,2,1.0,1,0,3,6,98106
3340,140.0,103,1700,3980,450000.0,0.0,0.0,2,1.75,1,0,3,6,98107
1168,260.0,13,1650,1378,370350.0,0.0,0.0,3,3.5,2,0,3,8,98133
1256,0.0,11,1500,1350,543000.0,0.0,0.0,3,2.5,3,0,3,8,98103
8975,0.0,73,1260,8668,265000.0,0.0,0.0,2,2.0,1,0,5,6,98146
4611,0.0,14,2220,5250,497000.0,0.0,0.0,3,2.5,2,0,3,8,98065
9727,780.0,36,1790,10274,419000.0,0.0,0.0,4,2.25,1,0,3,7,98028
4500,0.0,26,1770,4595,545800.0,0.0,0.0,4,2.5,2,0,3,8,98029
10730,500.0,38,1570,12210,403000.0,0.0,0.0,3,1.0,1,0,3,7,98053
8235,0.0,56,1080,10281,195000.0,0.0,0.0,3,2.0,1,0,3,6,98168
2600,850.0,90,2290,3600,1130000.0,0.0,0.0,4,2.5,2,0,5,8,98119
8925,800.0,38,1910,8025,255000.0,0.0,0.0,5,1.75,1,0,5,7,98002
8040,0.0,64,1440,8040,500000.0,0.0,0.0,2,1.5,1,0,5,7,98125
5390,1300.0,55,2550,5600,855000.0,0.0,0.0,4,2.75,1,0,4,8,98199
9200,0.0,95,2140,9200,390000.0,0.0,0.0,4,2.0,1,0,3,7,98166
8470,650.0,59,1650,8591,339000.0,0.0,0.0,3,2.0,1,0,4,7,98198
3672,0.0,110,1950,3450,1330000.0,0.0,1.0,4,3.5,2,0,3,9,98115
17918,0.0,53,1890,15241,429900.0,0.0,0.0,4,1.5,1,0,4,8,98056
8560,0.0,40,1550,7800,370900.0,0.0,0.0,3,1.5,1,0,4,7,98011
7636,0.0,63,1530,5900,457500.0,0.0,0.0,3,1.0,1,0,4,7,98118
2601,530.0,16,1760,3025,499000.0,0.0,0.0,4,2.5,2,0,3,7,98144
11500,0.0,68,1300,11954,225000.0,0.0,0.0,2,1.0,1,0,5,7,98003
4000,850.0,65,2280,4000,615000.0,0.0,0.0,3,1.75,1,0,3,7,98102
1146,0.0,14,1138,1156,455000.0,0.0,0.0,2,1.5,3,0,3,7,98115
7500,600.0,75,1450,7500,458000.0,0.0,0.0,3,1.0,1,0,4,7,98125
7416,450.0,41,1710,7416,580000.0,0.0,0.0,3,2.25,1,0,4,7,98005
8019,0.0,7,3390,7713,966000.0,0.0,0.0,5,4.5,2,0,3,10,98074
10332,1010.0,61,2240,8379,240000.0,0.0,0.0,4,1.75,1,0,3,7,98168
3298,0.0,66,1460,4975,229050.0,0.0,0.0,1,1.0,1,0,4,4,98136
1407,0.0,11,1390,1628,328500.0,0.0,0.0,3,2.25,3,0,3,7,98125
10100,900.0,51,1900,10100,319000.0,0.0,0.0,3,1.5,1,0,4,7,98168
5000,180.0,70,2060,5000,650000.0,0.0,0.0,4,2.0,1,0,3,7,98115
1971,0.0,19,1630,3451,398500.0,0.0,0.0,3,2.5,2,0,3,8,98177
16306,120.0,84,1270,8666,250000.0,0.0,0.0,1,1.0,1,0,2,6,98168
11989,0.0,47,2880,12439,815000.0,0.0,0.0,3,2.0,1,0,4,9,98040
5002,340.0,20,2290,5100,1070000.0,0.0,0.0,3,2.75,2,0,4,9,98033
219542,880.0,34,2430,219542,510000.0,0.0,0.0,3,2.25,2,0,3,7,98014
6138,0.0,68,1360,7112,156000.0,0.0,0.0,2,1.75,1,0,2,5,98118
7264,850.0,17,2420,7911,254500.0,0.0,0.0,4,2.75,2,0,3,8,98092
15020,450.0,55,2930,15050,760000.0,0.0,0.0,3,2.5,1,0,3,9,98177
6732,0.0,21,1680,7414,210000.0,0.0,0.0,3,2.5,2,0,3,7,98030
7715,0.0,24,1990,7628,349950.0,0.0,0.0,3,2.5,2,0,3,7,98198
6784,0.0,73,1210,6784,676000.0,0.0,0.0,3,2.0,2,0,4,7,98199
3052,500.0,9,2390,4600,475000.0,0.0,0.0,4,3.5,2,0,3,8,98108
4392,900.0,84,2310,5795,880000.0,0.0,0.0,4,2.75,1,0,4,9,98105
26162,0.0,18,5110,26319,1210000.0,0.0,0.0,4,3.25,2,0,3,11,98074
5000,750.0,57,1780,7500,420000.0,0.0,0.0,3,1.5,1,0,4,7,98118
8114,0.0,64,2220,8114,607000.0,0.0,0.0,3,1.0,1,0,4,7,98004
19283,0.0,34,1990,9744,475000.0,0.0,0.0,4,1.75,2,0,3,8,98011
2500,690.0,99,1250,5700,395000.0,0.0,0.0,2,1.75,1,0,5,7,98116
10454,720.0,61,2060,11325,650000.0,0.0,0.0,4,1.75,1,0,4,7,98004
85377,1400.0,49,2160,66120,625000.0,0.0,0.0,5,2.75,1,0,4,8,98027
42159,0.0,20,2640,25209,849000.0,0.0,0.0,3,3.0,2,0,3,10,98052
9480,440.0,64,1920,8791,429950.0,0.0,0.0,3,1.5,1,0,3,8,98125
5260,530.0,13,3080,5312,825000.0,0.0,0.0,3,2.5,2,0,3,9,98029
5000,0.0,99,1480,5000,505000.0,0.0,0.0,2,1.0,1,0,4,7,98117
2828,0.0,7,1290,2628,265000.0,0.0,0.0,2,1.0,2,0,3,7,98053
8400,0.0,61,1850,5565,283000.0,0.0,0.0,3,1.0,1,0,4,6,98056
7500,480.0,36,1900,7500,560000.0,0.0,0.0,3,2.75,1,0,5,7,98074
13636,0.0,28,2980,10615,765000.0,0.0,0.0,4,2.5,2,0,3,10,98074
31411,1410.0,40,3070,12378,610000.0,0.0,0.0,5,2.75,1,0,4,9,98006
4799,1230.0,19,2540,4616,589000.0,0.0,0.0,3,2.5,1,0,3,9,98033
8580,0.0,115,1800,12672,192500.0,0.0,0.0,3,1.0,1,0,3,6,98168
13363,1800.0,20,4060,13362,3200000.0,0.0,0.0,3,3.25,1,0,3,11,98004
6120,150.0,75,1930,6120,550000.0,0.0,0.0,3,1.0,1,0,3,7,98115
3760,510.0,87,1540,5080,460000.0,0.0,0.0,2,1.5,1,0,4,8,98117
11385,860.0,53,2110,11385,264500.0,0.0,0.0,4,2.25,1,0,4,7,98023
2496,140.0,68,1340,1203,339000.0,0.0,0.0,3,1.0,1,0,3,6,98126
4200,0.0,23,2130,5000,950000.0,0.0,0.0,4,3.5,3,0,3,9,98199
9718,0.0,59,2370,8604,677500.0,0.0,0.0,3,1.75,1,0,3,8,98040
8120,0.0,16,2780,8344,690000.0,0.0,0.0,4,2.5,2,0,3,9,98074
7452,500.0,31,1714,7200,312000.0,0.0,0.0,4,2.25,1,0,3,7,98031
11617,940.0,49,3370,11617,840000.0,0.0,0.0,5,1.75,1,0,4,9,98040
5100,0.0,11,2080,5100,357500.0,0.0,0.0,3,3.5,2,0,3,8,98038
6480,480.0,75,2180,6912,675000.0,0.0,0.0,3,1.5,1,0,4,7,98117
11441,0.0,27,2600,12070,515000.0,0.0,0.0,3,2.75,2,0,4,10,98023
1860,0.0,1,1210,1090,491234.0,0.0,0.0,4,2.5,2,0,3,8,98029
6265,0.0,27,1100,6360,290000.0,0.0,0.0,3,2.0,1,0,3,7,98038
7820,840.0,40,2350,8605,490000.0,0.0,0.0,4,2.5,1,0,3,8,98052
10424,1400.0,51,2360,10696,810000.0,0.0,0.0,4,2.0,1,0,5,8,98005
13200,0.0,59,1220,13066,252000.0,0.0,0.0,3,1.5,1,0,3,7,98166
9719,0.0,14,2830,11505,299999.0,0.0,0.0,3,2.5,2,0,3,8,98001
5000,0.0,22,960,5000,400000.0,0.0,0.0,3,2.75,2,0,3,7,98108
6000,1160.0,90,1380,6000,530000.0,0.0,0.0,5,2.0,1,0,5,7,98126
53882,0.0,60,2660,32625,357000.0,0.0,0.0,3,2.0,1,1,3,7,98198
5555,790.0,76,1420,4000,365000.0,0.0,0.0,3,1.75,1,0,4,7,98103
5060,0.0,10,900,5060,804000.0,0.0,0.0,4,2.5,2,0,3,9,98116
2640,740.0,101,1750,4560,808250.0,0.0,1.0,3,2.0,1,0,3,8,98119
7289,0.0,21,2090,7259,360000.0,0.0,0.0,4,2.5,2,0,3,7,98031
10956,0.0,28,1240,8137,240000.0,0.0,0.0,3,1.75,1,0,3,6,98042
5840,0.0,27,1810,5035,335000.0,0.0,0.0,2,2.0,1,0,3,7,98011
8775,0.0,62,1560,8100,380000.0,0.0,0.0,3,1.75,1,0,3,7,98166
250470,610.0,75,1680,360000,350000.0,0.0,0.0,3,1.75,1,0,4,7,98019
7955,0.0,51,1160,14959,194000.0,0.0,0.0,3,1.0,1,0,3,7,98055
7194,150.0,79,2090,8514,310000.0,0.0,0.0,3,1.0,1,0,3,6,98011
15134,0.0,35,1770,15337,315000.0,0.0,0.0,3,1.75,1,0,3,7,98014
8050,0.0,30,1790,7488,258950.0,0.0,0.0,3,1.75,1,0,3,8,98023
932,210.0,11,1230,1064,479000.0,0.0,0.0,2,2.25,2,0,3,8,98112
9750,0.0,49,1970,9750,510000.0,0.0,0.0,5,1.5,1,0,4,7,98033
6875,0.0,48,1670,13650,400000.0,0.0,0.0,3,2.0,1,0,4,8,98072
38012,1390.0,11,3850,18054,1450000.0,0.0,0.0,4,3.5,2,0,3,11,98029
5000,120.0,102,1810,4400,680000.0,0.0,0.0,5,2.0,1,0,4,7,98122
5760,0.0,109,3450,5760,1750000.0,1.0,0.0,6,3.0,2,0,4,10,98112
9417,510.0,48,1200,8250,335000.0,0.0,0.0,3,1.75,1,0,4,8,98030
9760,0.0,37,2360,9600,460000.0,0.0,0.0,5,2.5,1,0,5,8,98058
8119,1080.0,49,1850,9000,440000.0,0.0,0.0,4,2.25,1,0,3,8,98006
2983,0.0,9,1510,3876,412250.0,0.0,0.0,2,2.0,1,0,3,8,98053
4031,0.0,30,1150,4500,185000.0,0.0,0.0,3,1.5,2,0,4,6,98002
8140,800.0,40,1600,6720,286500.0,0.0,0.0,3,2.0,1,0,4,7,98003
6691,0.0,13,2610,6510,422000.0,0.0,0.0,4,2.5,2,0,3,7,98038
35362,0.0,30,2800,37058,408000.0,0.0,0.0,3,2.25,2,0,3,9,98042
19988,0.0,66,2580,10490,306500.0,0.0,0.0,2,1.0,1,0,4,7,98198
5188,0.0,10,2610,5188,359900.0,0.0,0.0,4,2.5,2,0,3,8,98038
6058,0.0,13,2480,6656,560000.0,0.0,0.0,3,2.5,2,0,3,8,98053
21303,0.0,45,1250,17920,259875.0,0.0,0.0,3,1.0,1,0,3,6,98053
21303,0.0,45,1250,17920,385000.0,0.0,0.0,3,1.0,1,0,3,6,98053
16345,0.0,70,1100,9240,188000.0,0.0,0.0,1,1.0,1,0,3,4,98106
5801,540.0,89,3670,7350,1140000.0,0.0,0.0,4,3.25,1,0,3,8,98112
10094,0.0,88,1300,10094,255000.0,0.0,0.0,3,1.0,1,0,4,6,98045
8622,0.0,39,3060,14303,1190000.0,0.0,1.0,4,2.75,2,0,3,9,98004
4240,720.0,94,1300,4240,635200.0,0.0,0.0,4,1.75,1,0,5,7,98117
8250,0.0,59,1350,8714,355000.0,0.0,1.0,3,1.75,2,0,3,7,98188
1755,0.0,17,1700,1721,544000.0,0.0,0.0,3,2.5,3,0,3,8,98105
3145,0.0,17,1320,3002,402000.0,0.0,0.0,3,1.5,2,0,3,7,98144
4163,0.0,105,1500,4000,575000.0,0.0,0.0,4,1.5,1,0,3,7,98199
9705,0.0,38,1580,9942,216000.0,0.0,0.0,3,1.75,1,0,4,7,98042
9748,0.0,11,4560,10589,1200000.0,0.0,0.0,4,3.5,2,0,3,11,98059
6744,0.0,92,2020,6656,850000.0,0.0,1.0,4,3.25,2,0,3,9,98177
1204,300.0,11,1360,1506,238000.0,0.0,0.0,3,2.0,2,0,3,7,98126
4431,160.0,103,1890,4400,625000.0,0.0,0.0,4,1.75,1,0,3,8,98112
4000,840.0,18,1620,4000,1110000.0,0.0,0.0,5,3.25,2,0,4,8,98105
5503,0.0,20,1790,6099,820000.0,0.0,0.0,3,2.5,2,0,3,9,98136
5290,630.0,41,2030,5092,355000.0,0.0,0.0,3,2.5,1,0,3,8,98108
7998,600.0,55,1830,7763,495000.0,0.0,0.0,4,1.5,1,0,3,8,98125
33310,0.0,24,4670,37960,1300000.0,0.0,0.0,5,2.5,2,0,4,11,98006
4000,0.0,61,1310,4000,398750.0,0.0,0.0,3,2.5,2,0,3,7,98144
7784,0.0,9,3150,6442,835000.0,0.0,0.0,4,2.5,2,0,3,9,98052
10579,1400.0,48,2060,10745,705000.0,1.0,0.0,6,2.75,1,0,4,8,98005
5000,0.0,115,1830,5000,625000.0,0.0,0.0,4,1.5,2,0,4,8,98122
6926,0.0,25,2000,7151,550000.0,0.0,0.0,4,2.5,2,0,3,8,98074
5085,1200.0,75,1320,4000,540000.0,0.0,0.0,3,1.5,1,0,4,7,98126
2820,0.0,95,1460,3150,519000.0,0.0,0.0,2,1.0,1,0,4,7,98103
8734,0.0,19,1975,8538,311000.0,0.0,0.0,4,2.5,2,0,3,7,98038
7000,480.0,47,1600,7600,305000.0,0.0,0.0,4,2.5,1,0,2,7,98023
35070,0.0,52,2520,34986,395000.0,0.0,0.0,4,2.75,1,0,3,8,98058
6923,600.0,46,1320,7684,275000.0,0.0,0.0,4,1.5,1,0,3,6,98198
1863,340.0,12,1410,1375,450000.0,0.0,0.0,3,3.25,2,0,3,8,98029
6000,0.0,60,1490,7622,324000.0,0.0,0.0,2,1.0,1,0,3,7,98133
12793,1000.0,87,2920,8609,2800000.0,0.0,0.0,5,3.25,2,0,5,11,98199
2452,0.0,109,1290,3360,565000.0,0.0,0.0,4,1.0,1,0,4,7,98103
7920,0.0,55,1720,7998,373000.0,0.0,0.0,4,1.75,2,0,4,7,98133
1890,0.0,88,2160,4000,613000.0,0.0,0.0,2,2.0,1,0,4,8,98119
9996,960.0,34,2410,10584,614000.0,0.0,0.0,4,2.25,1,0,4,8,98072
8989,830.0,51,2510,8931,595000.0,0.0,0.0,4,1.75,1,0,4,8,98006
12086,430.0,32,1280,10452,440000.0,0.0,0.0,2,1.0,1,0,3,7,98074
12412,0.0,61,2130,12412,425000.0,0.0,0.0,3,1.5,1,0,3,8,98166
6380,0.0,103,1800,6380,407000.0,0.0,0.0,2,1.0,1,0,3,6,98115
9038,0.0,60,1390,9770,472000.0,0.0,0.0,3,1.5,1,0,4,7,98007
1262,0.0,5,1180,2632,472000.0,0.0,0.0,3,2.5,3,0,3,8,98119
28300,800.0,56,2940,23250,1250000.0,0.0,0.0,5,2.75,1,0,4,9,98177
5752,940.0,70,1110,5201,412000.0,0.0,0.0,3,1.75,1,0,4,7,98126
5000,0.0,56,1160,5000,717000.0,0.0,1.0,3,1.0,1,0,3,8,98117
7076,0.0,56,1510,9000,425000.0,0.0,0.0,3,1.0,1,0,4,7,98008
7200,820.0,71,1640,8200,299999.0,0.0,0.0,4,2.0,1,0,5,6,98166
7694,0.0,23,1580,7480,254000.0,0.0,0.0,3,2.0,1,0,4,7,98038
10511,0.0,54,1460,10643,178500.0,0.0,0.0,3,1.0,1,0,4,6,98001
3600,280.0,105,1300,3600,800000.0,0.0,0.0,3,1.75,1,0,5,8,98119
5623,720.0,93,1280,5623,420000.0,0.0,0.0,3,1.0,1,0,4,6,98115
9251,0.0,75,1870,12158,319900.0,0.0,0.0,2,1.0,1,0,3,7,98028
7552,0.0,71,1910,8145,350000.0,0.0,0.0,2,1.5,1,0,3,7,98125
17580,1540.0,56,2890,14060,968000.0,1.0,0.0,6,2.75,1,0,5,9,98075
1306,0.0,15,1320,1306,491000.0,0.0,0.0,3,2.0,3,0,3,7,98107
9824,0.0,13,3510,10588,948000.0,0.0,0.0,3,2.5,2,0,3,9,98075
9577,560.0,90,1740,10240,900000.0,0.0,1.0,3,2.5,2,0,3,8,98117
9800,1420.0,38,1650,9590,270000.0,0.0,0.0,3,1.75,1,0,4,7,98042
7347,610.0,35,1430,8723,198000.0,0.0,0.0,3,1.5,1,0,3,7,98023
21158,0.0,62,1220,8625,250000.0,0.0,0.0,2,1.0,1,0,3,7,98166
3720,0.0,11,2170,3720,615000.0,0.0,0.0,4,2.5,2,0,3,8,98029
7749,0.0,27,2210,7471,550000.0,0.0,0.0,3,2.5,2,0,3,8,98029
3438,0.0,28,1370,2308,190000.0,0.0,0.0,2,2.5,2,0,3,7,98188
11171,620.0,31,2330,9934,629000.0,0.0,0.0,4,2.25,1,0,3,8,98006
8301,0.0,60,1660,9489,434000.0,0.0,0.0,3,1.75,1,0,5,7,98028
4163,0.0,51,1120,4166,415885.0,0.0,0.0,3,1.0,1,0,4,7,98126
3035,0.0,89,1780,4000,550000.0,0.0,0.0,3,2.5,1,0,3,7,98105
6034,460.0,24,1560,5650,272000.0,0.0,0.0,1,0.75,1,0,3,7,98178
35000,0.0,27,3060,35427,665000.0,0.0,0.0,3,2.5,2,0,3,10,98072
7405,0.0,44,2120,6462,510000.0,0.0,0.0,3,2.0,1,0,5,7,98006
17700,1340.0,50,2100,15100,530000.0,0.0,0.0,3,2.0,1,0,4,8,98166
16000,0.0,45,1960,15500,355000.0,0.0,0.0,3,1.0,1,0,3,7,98072
9102,0.0,60,1260,9180,255000.0,0.0,0.0,4,1.0,1,0,3,7,98148
9000,0.0,25,2980,9137,790000.0,0.0,0.0,4,2.75,2,0,3,10,98052
9335,0.0,63,1840,9612,695000.0,0.0,0.0,5,1.75,2,0,5,8,98004
8400,0.0,61,1130,9375,255000.0,0.0,0.0,2,2.0,1,0,2,7,98148
5794,410.0,30,2140,7769,410000.0,0.0,0.0,3,2.25,1,0,3,7,98072
16532,490.0,75,2300,8250,650000.0,0.0,0.0,4,2.75,1,0,4,7,98117
3615,0.0,102,1650,4200,675000.0,0.0,0.0,4,1.75,1,0,4,7,98103
1029,100.0,8,1350,3600,332888.0,0.0,0.0,2,2.5,2,0,3,8,98122
6900,600.0,39,1950,7200,300000.0,0.0,0.0,3,1.75,1,0,4,7,98031
11824,0.0,61,1380,11796,320000.0,0.0,0.0,4,1.5,1,0,4,7,98006
10726,1050.0,52,2100,10726,342500.0,0.0,0.0,5,2.25,1,0,4,7,98059
72309,0.0,23,2280,36420,752875.0,0.0,0.0,4,2.5,2,0,3,9,98072
26540,1590.0,7,3360,17398,1730000.0,0.0,0.0,5,3.5,2,0,3,10,98040
1642,380.0,105,1410,2992,255000.0,0.0,0.0,1,0.5,1,0,3,6,98126
9337,0.0,24,1360,8684,244000.0,0.0,0.0,3,2.5,2,0,3,7,98155
11438,520.0,9,2070,10751,1420000.0,0.0,0.0,5,3.25,2,0,3,10,98033
12812,0.0,59,1430,8986,218000.0,0.0,0.0,3,1.0,1,0,3,7,98168
10617,0.0,65,1360,9519,359000.0,0.0,0.0,4,1.0,1,0,3,7,98155
13559,0.0,12,3830,12202,840000.0,0.0,0.0,4,2.75,2,0,3,11,98059
226076,960.0,30,4130,55321,900000.0,0.0,0.0,5,3.75,2,0,3,9,98077
65340,0.0,43,1750,40946,205000.0,0.0,0.0,4,1.75,1,0,4,7,98042
7295,0.0,22,1410,9000,205000.0,0.0,0.0,3,2.5,2,0,2,7,98042
5432,700.0,64,2070,5505,500000.0,0.0,0.0,2,1.5,2,0,3,7,98108
5405,0.0,14,2610,5403,510000.0,0.0,0.0,4,2.5,2,0,3,7,98059
244716,2080.0,13,4170,266587,1140000.0,1.0,0.0,6,4.25,2,0,4,9,98077
3000,560.0,107,1910,3000,1550000.0,0.0,0.0,4,2.25,2,0,3,7,98109
61014,0.0,62,1616,61014,210000.0,0.0,0.0,3,1.5,1,0,3,6,98038
32565,430.0,34,2910,34190,597500.0,0.0,0.0,3,1.75,1,0,3,8,98052
101529,0.0,83,1580,101529,400000.0,0.0,0.0,2,1.0,1,0,3,6,98092
6992,400.0,63,1390,7359,412000.0,0.0,0.0,3,1.0,1,0,5,7,98155
1756,0.0,10,1340,1756,299950.0,0.0,0.0,2,1.5,3,0,3,7,98133
4325,800.0,93,1960,4284,1080000.0,0.0,1.0,4,3.0,1,0,3,8,98105
8824,0.0,25,2630,11237,422500.0,0.0,0.0,4,2.5,2,0,3,9,98031
10227,0.0,47,1470,9750,410000.0,0.0,0.0,3,2.0,1,0,4,6,98033
7000,840.0,115,2200,4800,1400000.0,0.0,1.0,4,3.25,2,0,3,10,98144
8000,0.0,41,1980,8000,245000.0,0.0,0.0,3,2.0,1,0,4,8,98023
12327,1370.0,25,3170,12937,720000.0,0.0,0.0,4,3.0,1,0,4,10,98011
7200,0.0,80,1750,7200,315000.0,0.0,0.0,2,1.0,1,0,2,6,98118
1302,0.0,28,1390,2052,191950.0,0.0,0.0,2,2.5,2,0,3,7,98003
5001,0.0,10,2260,5001,455000.0,0.0,0.0,4,2.5,2,0,3,8,98056
3135,0.0,84,1700,4180,523000.0,0.0,0.0,3,1.5,1,0,3,8,98116
4420,0.0,97,1230,6632,250000.0,0.0,0.0,3,2.25,2,0,4,7,98002
4120,530.0,86,1010,4120,294000.0,0.0,1.0,3,3.0,1,0,3,7,98055
6000,340.0,54,1680,7200,490000.0,0.0,0.0,3,2.25,1,0,3,8,98115
5750,0.0,44,1250,5750,310000.0,0.0,0.0,4,1.0,1,0,3,7,98126
10489,0.0,54,1400,10489,265000.0,0.0,0.0,3,1.5,1,0,5,7,98022
10500,630.0,47,1680,7650,402000.0,0.0,0.0,4,1.75,1,0,4,7,98052
188200,0.0,8,2700,84942,705000.0,0.0,0.0,2,2.5,1,0,3,8,98022
7941,0.0,10,3190,7255,589450.0,0.0,0.0,4,2.5,2,0,3,10,98038
8404,0.0,51,2120,12000,219950.0,0.0,0.0,3,1.5,1,0,3,7,98188
5301,740.0,40,2240,7200,750000.0,0.0,0.0,3,2.25,2,0,4,8,98115
6000,980.0,111,1650,6000,478000.0,0.0,0.0,2,1.75,1,0,4,7,98199
7015,0.0,57,1510,11460,170000.0,0.0,0.0,3,1.0,1,0,3,7,98188
31941,0.0,29,2780,35365,489950.0,0.0,0.0,4,2.25,1,0,4,9,98092
16940,530.0,79,2260,6851,1370000.0,0.0,0.0,2,2.25,1,0,4,9,98117
7000,0.0,19,1950,7000,319950.0,0.0,0.0,3,2.5,2,0,3,7,98038
4200,0.0,77,830,5000,208417.0,0.0,0.0,2,1.0,1,0,3,5,98108
5100,950.0,101,1230,5100,410000.0,0.0,1.0,4,2.0,1,0,3,6,98117
4205,1080.0,46,2450,6014,590000.0,0.0,0.0,4,2.75,1,0,3,7,98125
10229,0.0,54,2270,8800,648000.0,0.0,0.0,3,1.75,1,0,5,8,98006
6194,0.0,17,1720,6211,255000.0,0.0,0.0,3,2.5,2,0,3,8,98092
3267,0.0,11,2190,3619,465000.0,0.0,0.0,4,2.75,2,0,3,8,98072
10714,1510.0,57,2230,14400,622000.0,0.0,0.0,4,1.75,1,0,5,8,98006
9800,0.0,24,1630,7650,306000.0,0.0,0.0,3,1.75,1,0,3,7,98030
5500,0.0,68,1230,5500,617000.0,0.0,1.0,3,2.5,2,0,4,7,98199
6480,0.0,68,1230,8040,438750.0,0.0,0.0,3,1.75,1,0,4,7,98125
4500,960.0,85,2410,4995,1280000.0,0.0,1.0,4,3.0,2,0,3,9,98109
8029,1000.0,36,2520,8214,995000.0,0.0,0.0,5,3.25,2,0,3,9,98177
74487,0.0,67,3810,74487,1580000.0,0.0,1.0,4,2.5,2,0,5,12,98177
5500,910.0,104,1790,5500,635000.0,0.0,0.0,5,2.75,1,0,3,7,98117
9000,0.0,45,1290,8316,215000.0,0.0,0.0,3,1.0,1,0,4,7,98031
1090,50.0,12,1360,1124,530000.0,0.0,0.0,3,2.5,3,0,3,7,98115
4125,0.0,72,1000,6100,295000.0,0.0,0.0,2,1.0,1,0,4,6,98106
6775,420.0,34,1460,7210,245000.0,0.0,0.0,3,2.25,1,0,3,7,98032
17112,0.0,48,2690,16038,400000.0,1.0,0.0,6,2.5,1,0,4,8,98058
8820,0.0,22,1850,8651,303000.0,0.0,0.0,3,2.75,2,0,4,8,98022
9675,0.0,45,1160,9675,330000.0,0.0,0.0,3,1.75,1,0,4,7,98024
13000,0.0,35,2880,11340,700000.0,0.0,0.0,3,1.75,2,0,3,9,98028
4400,0.0,93,1090,4930,126000.0,0.0,0.0,1,1.0,1,0,3,5,98055
35802,0.0,60,2880,40510,850000.0,0.0,0.0,4,1.0,1,0,3,7,98005
7425,0.0,50,1800,8344,405000.0,0.0,0.0,3,2.0,1,0,4,7,98034
4400,980.0,28,1860,4400,869900.0,1.0,0.0,6,4.5,2,0,3,8,98103
6775,0.0,64,1310,6028,485000.0,0.0,0.0,3,1.75,1,0,3,8,98126
1173,330.0,11,1340,1317,400000.0,0.0,0.0,2,2.0,2,0,3,8,98122
4650,0.0,4,3050,3848,299950.0,0.0,0.0,3,2.5,2,0,3,7,98038
9099,0.0,21,2270,8900,585000.0,0.0,0.0,4,2.5,2,0,3,8,98034
5413,250.0,77,1510,5413,495000.0,0.0,1.0,4,2.0,2,0,3,7,98115
17168,1270.0,9,4850,15017,2200000.0,0.0,0.0,5,4.5,2,0,3,12,98029
14080,0.0,31,1530,9758,447000.0,0.0,0.0,3,2.25,2,0,3,7,98074
9239,0.0,47,1320,8415,206000.0,0.0,0.0,3,1.0,1,0,4,7,98092
4600,120.0,85,1090,4600,500000.0,0.0,0.0,3,1.0,1,0,3,7,98116
5511,0.0,21,1850,6031,302500.0,0.0,0.0,4,2.5,2,0,3,8,98030
13000,1900.0,33,2840,11308,1250000.0,0.0,0.0,4,4.25,2,0,3,9,98052
5423,0.0,69,1690,5993,391000.0,0.0,0.0,2,1.0,1,0,3,6,98117
5457,0.0,29,1480,6286,250000.0,0.0,0.0,3,2.0,2,0,3,7,98038
5350,0.0,12,2440,5090,435000.0,0.0,0.0,4,2.5,2,0,3,7,98059
14722,360.0,53,2400,10000,160000.0,0.0,0.0,4,2.25,1,0,3,7,98055
6508,930.0,12,1940,9450,451000.0,0.0,0.0,5,3.0,1,0,3,7,98155
7158,0.0,71,1090,7158,206000.0,0.0,0.0,2,1.0,1,0,5,6,98168
5400,700.0,75,1830,5000,590000.0,0.0,0.0,4,2.75,2,0,4,7,98116
17622,0.0,29,2360,15000,695000.0,0.0,0.0,3,2.5,2,0,4,9,98074
